,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,comment,followup
4394,Yellow Fever doses given,202201,Lumley Hospital,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4395,Measles doses given,202201,Lumley Hospital,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4396,Mebendazole/Albendazole (for children 12-59 months),202201,Lumley Hospital,"Fixed, >1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4397,Newborn protected at birth against tetanus (TT2+),202201,Lumley Hospital,"Fixed, <1y",default,84,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4398,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Lumley Hospital,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4399,Q_Slept under LLIN last night Measles,202201,Lumley Hospital,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4400,Vitamin A given to < 5y,202201,Lumley Hospital,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4401,Vitamin A given to < 5y,202201,Lumley Hospital,"Fixed, >1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4402,Weight for age below lower line (red),202201,Lumley Hospital,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4403,Weight for age between middle and lower line (yellow),202201,Lumley Hospital,"Fixed, <1y",default,309,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4404,Weight for age on or above middle line (green),202201,Lumley Hospital,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4405,Weight for height 70-79 percent,202201,Lumley Hospital,"Fixed, <1y",default,35,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4406,Weight for height 80 percent and above,202201,Lumley Hospital,"Fixed, <1y",default,294,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4407,Weight for height below 70 percent,202201,Lumley Hospital,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-31T20:44:11.000+0000,,False
4408,BCG doses given,202201,Mara CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4409,BCG doses given,202201,Mara CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4410,Fully Immunized child,202201,Mara CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4411,Fully Immunized child,202201,Mara CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4412,Fully Immunized child,202201,Mara CHC,"Outreach, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4413,OPV0 doses given,202201,Mara CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4414,OPV0 doses given,202201,Mara CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4415,OPV1 doses given,202201,Mara CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4416,OPV1 doses given,202201,Mara CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4417,OPV2 doses given,202201,Mara CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4418,OPV2 doses given,202201,Mara CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4419,OPV3 doses given,202201,Mara CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4420,OPV3 doses given,202201,Mara CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4421,Penta1 doses given,202201,Mara CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4422,Penta1 doses given,202201,Mara CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4423,Penta2 doses given,202201,Mara CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4424,Penta2 doses given,202201,Mara CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4425,Penta3 doses given,202201,Mara CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4426,Penta3 doses given,202201,Mara CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4427,Yellow Fever doses given,202201,Mara CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4428,Yellow Fever doses given,202201,Mara CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4429,Yellow Fever doses given,202201,Mara CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4430,Yellow Fever doses given,202201,Mara CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4431,Measles doses given,202201,Mara CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4432,Measles doses given,202201,Mara CHC,"Fixed, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4433,Measles doses given,202201,Mara CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4434,Measles doses given,202201,Mara CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4435,Children supplied with food supplemements,202201,Mara CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4436,Children supplied with food supplemements,202201,Mara CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4437,Mebendazole/Albendazole (for children 12-59 months),202201,Mara CHC,"Fixed, >1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4438,Mebendazole/Albendazole (for children 12-59 months),202201,Mara CHC,"Outreach, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4439,Newborn protected at birth against tetanus (TT2+),202201,Mara CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4440,Newborn protected at birth against tetanus (TT2+),202201,Mara CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4441,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Mara CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4442,Q_Exclusive breastfeeding at time of Penta 3,202201,Mara CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4443,Q_Exclusive breastfeeding at time of Penta 3,202201,Mara CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4444,Vitamin A given to < 5y,202201,Mara CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4445,Vitamin A given to < 5y,202201,Mara CHC,"Fixed, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4446,Vitamin A given to < 5y,202201,Mara CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4447,Vitamin A given to < 5y,202201,Mara CHC,"Outreach, >1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4448,Weight for age below lower line (red),202201,Mara CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4449,Weight for age below lower line (red),202201,Mara CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4450,Weight for age between middle and lower line (yellow),202201,Mara CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4451,Weight for age between middle and lower line (yellow),202201,Mara CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4452,Weight for age on or above middle line (green),202201,Mara CHC,"Fixed, <1y",default,19,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4453,Weight for age on or above middle line (green),202201,Mara CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4454,Weight for height 70-79 percent,202201,Mara CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4455,Weight for height 70-79 percent,202201,Mara CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4456,Weight for height 80 percent and above,202201,Mara CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4457,Weight for height 80 percent and above,202201,Mara CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4458,Weight for height below 70 percent,202201,Mara CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4459,Weight for height below 70 percent,202201,Mara CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4460,BCG doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4461,BCG doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4462,Fully Immunized child,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4463,OPV0 doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4464,OPV0 doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4465,OPV1 doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4466,OPV1 doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4467,OPV2 doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4468,OPV2 doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4469,OPV3 doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4470,OPV3 doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4471,Penta1 doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4472,Penta1 doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4473,Penta2 doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4474,Penta2 doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4475,Penta3 doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4476,Penta3 doses given,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4477,Yellow Fever doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4478,Measles doses given,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4479,Newborn protected at birth against tetanus (TT2+),202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4480,Newborn protected at birth against tetanus (TT2+),202201,Mano Gbonjeima CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4481,Q_Exclusive breastfeeding at time of Penta 3,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4482,Q_Exclusive breastfeeding at time of Penta 3,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4483,Q_Slept under LLIN last night Measles,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4484,Vitamin A given to < 5y,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4485,Vitamin A given to < 5y,202201,Mano Gbonjeima CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4486,Vitamin A given to < 5y,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4487,Vitamin A given to < 5y,202201,Mano Gbonjeima CHC,"Outreach, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4488,Weight for age below lower line (red),202201,Mano Gbonjeima CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4489,Weight for age below lower line (red),202201,Mano Gbonjeima CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4490,Weight for age below lower line (red),202201,Mano Gbonjeima CHC,"Outreach, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4491,Weight for age between middle and lower line (yellow),202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4492,Weight for age between middle and lower line (yellow),202201,Mano Gbonjeima CHC,"Fixed, >1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4493,Weight for age between middle and lower line (yellow),202201,Mano Gbonjeima CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4494,Weight for age between middle and lower line (yellow),202201,Mano Gbonjeima CHC,"Outreach, >1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4495,Weight for age on or above middle line (green),202201,Mano Gbonjeima CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4496,Weight for age on or above middle line (green),202201,Mano Gbonjeima CHC,"Fixed, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4497,Weight for age on or above middle line (green),202201,Mano Gbonjeima CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4498,Weight for age on or above middle line (green),202201,Mano Gbonjeima CHC,"Outreach, >1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4499,Weight for height 70-79 percent,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4500,Weight for height 70-79 percent,202201,Mano Gbonjeima CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4501,Weight for height 70-79 percent,202201,Mano Gbonjeima CHC,"Outreach, >1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4502,Weight for height 80 percent and above,202201,Mano Gbonjeima CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4503,Weight for height 80 percent and above,202201,Mano Gbonjeima CHC,"Fixed, >1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4504,Weight for height 80 percent and above,202201,Mano Gbonjeima CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4505,Weight for height 80 percent and above,202201,Mano Gbonjeima CHC,"Outreach, >1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4506,Weight for height below 70 percent,202201,Mano Gbonjeima CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4507,Weight for height below 70 percent,202201,Mano Gbonjeima CHC,"Outreach, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4508,BCG doses given,202201,Masiaka CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4509,BCG doses given,202201,Masiaka CHC,"Outreach, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4510,Fully Immunized child,202201,Masiaka CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4511,Fully Immunized child,202201,Masiaka CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4512,LLITN given at Penta3,202201,Masiaka CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4513,LLITN given at Penta3,202201,Masiaka CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4514,OPV0 doses given,202201,Masiaka CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4515,OPV0 doses given,202201,Masiaka CHC,"Outreach, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4516,OPV1 doses given,202201,Masiaka CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4517,OPV1 doses given,202201,Masiaka CHC,"Outreach, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4518,OPV2 doses given,202201,Masiaka CHC,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4519,OPV2 doses given,202201,Masiaka CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4520,OPV3 doses given,202201,Masiaka CHC,"Fixed, <1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4521,OPV3 doses given,202201,Masiaka CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4522,Penta1 doses given,202201,Masiaka CHC,"Fixed, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4523,Penta1 doses given,202201,Masiaka CHC,"Outreach, <1y",default,18,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
4524,Penta2 doses given,202201,Masiaka CHC,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
